ID,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0328,Trapinch,"Poison,Ghost",290,45,100,45,45,45,10
0329,Vibrava,"Poison,Ghost",340,50,70,50,50,50,70
0330,Flygon,"Poison,Ghost",520,80,100,80,80,80,100
0331,Cacnea,"Poison,Ghost",335,50,85,40,85,40,35
0332,Cacturne,"Poison,Ghost",475,70,115,60,115,60,55
0333,Swablu,"Poison,Ghost",310,45,40,60,40,75,50
0334,Altaria,"Poison,Ghost",490,75,70,90,70,105,80
0334,Altaria Mega Altaria,"Poison,Ghost",590,75,110,110,110,105,80
0335,Zangoose,"Poison,Ghost",458,73,115,60,60,60,90
0336,Seviper,"Poison,Ghost",458,73,100,60,100,60,65
0337,Lunatone,"Poison,Ghost",460,90,55,65,95,85,70
0338,Solrock,"Poison,Ghost",460,90,95,85,55,65,70
0339,Barboach,"Poison,Ghost",288,50,48,43,46,41,60
0340,Whiscash,"Poison,Ghost",468,110,78,73,76,71,60
0341,Corphish,"Poison,Ghost",308,43,80,65,50,35,35
0342,Crawdaunt,"Poison,Ghost",468,63,120,85,90,55,55
0343,Baltoy,"Poison,Ghost",300,40,40,55,40,70,55
0344,Claydol,"Poison,Ghost",500,60,70,105,70,120,75
0345,Lileep,"Poison,Ghost",355,66,41,77,61,87,23
0346,Cradily,"Poison,Ghost",495,86,81,97,81,107,43
0347,Anorith,"Poison,Ghost",355,45,95,50,40,50,75
0348,Armaldo,"Poison,Ghost",495,75,125,100,70,80,45
0349,Feebas,"Poison,Ghost",200,20,15,20,10,55,80
0350,Milotic,"Poison,Ghost",540,95,60,79,100,125,81
0351,Castform,"Poison,Ghost",420,70,70,70,70,70,70
0351,Castform Sunny Form,"Poison,Ghost",420,70,70,70,70,70,70
0351,Castform Rainy Form,"Poison,Ghost",420,70,70,70,70,70,70
0351,Castform Snowy Form,"Poison,Ghost",420,70,70,70,70,70,70
0352,Kecleon,"Poison,Ghost",440,60,90,70,60,120,40
0353,Shuppet,"Poison,Ghost",295,44,75,35,63,33,45
0354,Banette,"Poison,Ghost",455,64,115,65,83,63,65
0354,Banette Mega Banette,"Poison,Ghost",555,64,165,75,93,83,75
0355,Duskull,"Poison,Ghost",295,20,40,90,30,90,25
0356,Dusclops,"Poison,Ghost",455,40,70,130,60,130,25
0357,Tropius,"Poison,Ghost",460,99,68,83,72,87,51
0358,Chimecho,"Poison,Ghost",455,75,50,80,95,90,65
0359,Absol,"Poison,Ghost",465,65,130,60,75,60,75
0359,Absol Mega Absol,"Poison,Ghost",565,65,150,60,115,60,115
0360,Wynaut,"Poison,Ghost",260,95,23,48,23,48,23
0361,Snorunt,"Poison,Ghost",300,50,50,50,50,50,50
0362,Glalie,"Poison,Ghost",480,80,80,80,80,80,80
0362,Glalie Mega Glalie,"Poison,Ghost",580,80,120,80,120,80,100
0363,Spheal,"Poison,Ghost",290,70,40,50,55,50,25
0364,Sealeo,"Poison,Ghost",410,90,60,70,75,70,45
0365,Walrein,"Poison,Ghost",530,110,80,90,95,90,65
0366,Clamperl,"Poison,Ghost",345,35,64,85,74,55,32
0367,Huntail,"Poison,Ghost",485,55,104,105,94,75,52
0368,Gorebyss,"Poison,Ghost",485,55,84,105,114,75,52
0369,Relicanth,"Poison,Ghost",485,100,90,130,45,65,55
0370,Luvdisc,"Poison,Ghost",330,43,30,55,40,65,97
0371,Bagon,"Poison,Ghost",300,45,75,60,40,30,50
0372,Shelgon,"Poison,Ghost",420,65,95,100,60,50,50
0373,Salamence,"Poison,Ghost",600,95,135,80,110,80,100
0373,Salamence Mega Salamence,"Poison,Ghost",700,95,145,130,120,90,120
0374,Beldum,"Poison,Ghost",300,40,55,80,35,60,30
0375,Metang,"Poison,Ghost",420,60,75,100,55,80,50
0376,Metagross,"Poison,Ghost",600,80,135,130,95,90,70
0376,Metagross Mega Metagross,"Poison,Ghost",700,80,145,150,105,110,110
0377,Regirock,"Poison,Ghost",580,80,100,200,50,100,50
0378,Regice,"Poison,Ghost",580,80,50,100,100,200,50
0379,Registeel,"Poison,Ghost",580,80,75,150,75,150,50
0380,Latias,"Poison,Ghost",600,80,80,90,110,130,110
0380,Latias Mega Latias,"Poison,Ghost",700,80,100,120,140,150,110
0381,Latios,"Poison,Ghost",600,80,90,80,130,110,110
0381,Latios Mega Latios,"Poison,Ghost",700,80,130,100,160,120,110
0382,Kyogre,"Poison,Ghost",670,100,100,90,150,140,90
0382,Kyogre Primal Kyogre,"Poison,Ghost",770,100,150,90,180,160,90
0383,Groudon,"Poison,Ghost",670,100,150,140,100,90,90
0383,Groudon Primal Groudon,"Poison,Ghost",770,100,180,160,150,90,90
0384,Rayquaza,"Poison,Ghost",680,105,150,90,150,90,95
0384,Rayquaza Mega Rayquaza,"Poison,Ghost",780,105,180,100,180,100,115
0385,Jirachi,"Poison,Ghost",600,100,100,100,100,100,100
0386,Deoxys Normal Forme,"Poison,Ghost",600,50,150,50,150,50,150
0386,Deoxys Attack Forme,"Poison,Ghost",600,50,180,20,180,20,150
0386,Deoxys Defense Forme,"Poison,Ghost",600,50,70,160,70,160,90
0386,Deoxys Speed Forme,"Poison,Ghost",600,50,95,90,95,90,180
0387,Turtwig,"Poison,Ghost",318,55,68,64,45,55,31
0388,Grotle,"Poison,Ghost",405,75,89,85,55,65,36
0389,Torterra,"Poison,Ghost",525,95,109,105,75,85,56
0390,Chimchar,"Poison,Ghost",309,44,58,44,58,44,61
0391,Monferno,"Poison,Ghost",405,64,78,52,78,52,81
0392,Infernape,"Poison,Ghost",534,76,104,71,104,71,108
0393,Piplup,"Poison,Ghost",314,53,51,53,61,56,40
0394,Prinplup,"Poison,Ghost",405,64,66,68,81,76,50
0395,Empoleon,"Poison,Ghost",530,84,86,88,111,101,60
0396,Starly,"Poison,Ghost",245,40,55,30,30,30,60
0397,Staravia,"Poison,Ghost",340,55,75,50,40,40,80
0398,Staraptor,"Poison,Ghost",485,85,120,70,50,60,100
0399,Bidoof,"Poison,Ghost",250,59,45,40,35,40,31
0400,Bibarel,"Poison,Ghost",410,79,85,60,55,60,71
0401,Kricketot,"Poison,Ghost",194,37,25,41,25,41,25
0402,Kricketune,"Poison,Ghost",384,77,85,51,55,51,65
0403,Shinx,"Poison,Ghost",263,45,65,34,40,34,45
0404,Luxio,"Poison,Ghost",363,60,85,49,60,49,60
0405,Luxray,"Poison,Ghost",523,80,120,79,95,79,70
0406,Budew,"Poison,Ghost",280,40,30,35,50,70,55
0407,Roserade,"Poison,Ghost",515,60,70,65,125,105,90
0408,Cranidos,"Poison,Ghost",350,67,125,40,30,30,58
0409,Rampardos,"Poison,Ghost",495,97,165,60,65,50,58
0410,Shieldon,"Poison,Ghost",350,30,42,118,42,88,30
0411,Bastiodon,"Poison,Ghost",495,60,52,168,47,138,30
0412,Burmy Plant Cloak,"Poison,Ghost",224,40,29,45,29,45,36
0412,Burmy Sandy Cloak,"Poison,Ghost",224,40,29,45,29,45,36
0412,Burmy Trash Cloak,"Poison,Ghost",224,40,29,45,29,45,36
0413,Wormadam Plant Cloak,"Poison,Ghost",424,60,59,85,79,105,36
0413,Wormadam Sandy Cloak,"Poison,Ghost",424,60,79,105,59,85,36
0413,Wormadam Trash Cloak,"Poison,Ghost",424,60,69,95,69,95,36
0414,Mothim,"Poison,Ghost",424,70,94,50,94,50,66
0415,Combee,"Poison,Ghost",244,30,30,42,30,42,70
0416,Vespiquen,"Poison,Ghost",474,70,80,102,80,102,40
0417,Pachirisu,"Poison,Ghost",405,60,45,70,45,90,95
0418,Buizel,"Poison,Ghost",330,55,65,35,60,30,85
0419,Floatzel,"Poison,Ghost",495,85,105,55,85,50,115
0420,Cherubi,"Poison,Ghost",275,45,35,45,62,53,35
0421,Cherrim,"Poison,Ghost",450,70,60,70,87,78,85
0422,Shellos,"Poison,Ghost",325,76,48,48,57,62,34
0423,Gastrodon,"Poison,Ghost",475,111,83,68,92,82,39
0424,Ambipom,"Poison,Ghost",482,75,100,66,60,66,115
0425,Drifloon,"Poison,Ghost",348,90,50,34,60,44,70
0426,Drifblim,"Poison,Ghost",498,150,80,44,90,54,80
0427,Buneary,"Poison,Ghost",350,55,66,44,44,56,85
0428,Lopunny,"Poison,Ghost",480,65,76,84,54,96,105
0428,Lopunny Mega Lopunny,"Poison,Ghost",580,65,136,94,54,96,135
0429,Mismagius,"Poison,Ghost",495,60,60,60,105,105,105
0430,Honchkrow,"Poison,Ghost",505,100,125,52,105,52,71
0431,Glameow,"Poison,Ghost",310,49,55,42,42,37,85
0432,Purugly,"Poison,Ghost",452,71,82,64,64,59,112
0433,Chingling,"Poison,Ghost",285,45,30,50,65,50,45
0434,Stunky,"Poison,Ghost",329,63,63,47,41,41,74
0435,Skuntank,"Poison,Ghost",479,103,93,67,71,61,84
0436,Bronzor,"Poison,Ghost",300,57,24,86,24,86,23
0437,Bronzong,"Poison,Ghost",500,67,89,116,79,116,33
0438,Bonsly,"Poison,Ghost",290,50,80,95,10,45,10
0439,Mime Jr.,"Poison,Ghost",310,20,25,45,70,90,60
0440,Happiny,"Poison,Ghost",220,100,5,5,15,65,30
0441,Chatot,"Poison,Ghost",411,76,65,45,92,42,91
0442,Spiritomb,"Poison,Ghost",485,50,92,108,92,108,35
0443,Gible,"Poison,Ghost",300,58,70,45,40,45,42
0444,Gabite,"Poison,Ghost",410,68,90,65,50,55,82
0445,Garchomp,"Poison,Ghost",600,108,130,95,80,85,102
0445,Garchomp Mega Garchomp,"Poison,Ghost",700,108,170,115,120,95,92
0446,Munchlax,"Poison,Ghost",390,135,85,40,40,85,5
0447,Riolu,"Poison,Ghost",285,40,70,40,35,40,60
0448,Lucario,"Poison,Ghost",525,70,110,70,115,70,90
0448,Lucario Mega Lucario,"Poison,Ghost",625,70,145,88,140,70,112
0449,Hippopotas,"Poison,Ghost",330,68,72,78,38,42,32
0450,Hippowdon,"Poison,Ghost",525,108,112,118,68,72,47
0451,Skorupi,"Poison,Ghost",330,40,50,90,30,55,65
0452,Drapion,"Poison,Ghost",500,70,90,110,60,75,95
0453,Croagunk,"Poison,Ghost",300,48,61,40,61,40,50
0454,Toxicroak,"Poison,Ghost",490,83,106,65,86,65,85
0455,Carnivine,"Poison,Ghost",454,74,100,72,90,72,46
0456,Finneon,"Poison,Ghost",330,49,49,56,49,61,66
0457,Lumineon,"Poison,Ghost",460,69,69,76,69,86,91
0458,Mantyke,"Poison,Ghost",345,45,20,50,60,120,50
0459,Snover,"Poison,Ghost",334,60,62,50,62,60,40
0460,Abomasnow,"Poison,Ghost",494,90,92,75,92,85,60
0460,Abomasnow Mega Abomasnow,"Poison,Ghost",594,90,132,105,132,105,30
0461,Weavile,"Poison,Ghost",510,70,120,65,45,85,125
0462,Magnezone,"Poison,Ghost",535,70,70,115,130,90,60
0463,Lickilicky,"Poison,Ghost",515,110,85,95,80,95,50
0464,Rhyperior,"Poison,Ghost",535,115,140,130,55,55,40
0465,Tangrowth,"Poison,Ghost",535,100,100,125,110,50,50
0466,Electivire,"Poison,Ghost",540,75,123,67,95,85,95
0467,Magmortar,"Poison,Ghost",540,75,95,67,125,95,83
0468,Togekiss,"Poison,Ghost",545,85,50,95,120,115,80
0469,Yanmega,"Poison,Ghost",515,86,76,86,116,56,95
0470,Leafeon,"Poison,Ghost",525,65,110,130,60,65,95
0471,Glaceon,"Poison,Ghost",525,65,60,110,130,95,65
0472,Gliscor,"Poison,Ghost",510,75,95,125,45,75,95
0473,Mamoswine,"Poison,Ghost",530,110,130,80,70,60,80
0474,Porygon-Z,"Poison,Ghost",535,85,80,70,135,75,90
0475,Gallade,"Poison,Ghost",518,68,125,65,65,115,80
0475,Gallade Mega Gallade,"Poison,Ghost",618,68,165,95,65,115,110
0476,Probopass,"Poison,Ghost",525,60,55,145,75,150,40
0477,Dusknoir,"Poison,Ghost",525,45,100,135,65,135,45
0478,Froslass,"Poison,Ghost",480,70,80,70,80,70,110
0479,Rotom,"Poison,Ghost",440,50,50,77,95,77,91
0479,Rotom Heat Rotom,"Poison,Ghost",520,50,65,107,105,107,86
0479,Rotom Wash Rotom,"Poison,Ghost",520,50,65,107,105,107,86
0479,Rotom Frost Rotom,"Poison,Ghost",520,50,65,107,105,107,86
0479,Rotom Fan Rotom,"Poison,Ghost",520,50,65,107,105,107,86
0479,Rotom Mow Rotom,"Poison,Ghost",520,50,65,107,105,107,86
0480,Uxie,"Poison,Ghost",580,75,75,130,75,130,95
0481,Mesprit,"Poison,Ghost",580,80,105,105,105,105,80
0482,Azelf,"Poison,Ghost",580,75,125,70,125,70,115
0483,Dialga,"Poison,Ghost",680,100,120,120,150,100,90
0483,Dialga Origin Forme,"Poison,Ghost",680,100,100,120,150,120,90
0484,Palkia,"Poison,Ghost",680,90,120,100,150,120,100
0484,Palkia Origin Forme,"Poison,Ghost",680,90,100,100,150,120,120
0485,Heatran,"Poison,Ghost",600,91,90,106,130,106,77
0486,Regigigas,"Poison,Ghost",670,110,160,110,80,110,100
0487,Giratina Altered Forme,"Poison,Ghost",680,150,100,120,100,120,90
0487,Giratina Origin Forme,"Poison,Ghost",680,150,120,100,120,100,90
0488,Cresselia,"Poison,Ghost",580,120,70,110,75,120,85
0489,Phione,"Poison,Ghost",480,80,80,80,80,80,80
0490,Manaphy,"Poison,Ghost",600,100,100,100,100,100,100
0491,Darkrai,"Poison,Ghost",600,70,90,90,135,90,125
0492,Shaymin Land Forme,"Poison,Ghost",600,100,100,100,100,100,100
0492,Shaymin Sky Forme,"Poison,Ghost",600,100,103,75,120,75,127
0493,Arceus,"Poison,Ghost",720,120,120,120,120,120,120
0494,Victini,"Poison,Ghost",600,100,100,100,100,100,100
0495,Snivy,"Poison,Ghost",308,45,45,55,45,55,63
0496,Servine,"Poison,Ghost",413,60,60,75,60,75,83
0497,Serperior,"Poison,Ghost",528,75,75,95,75,95,113
0498,Tepig,"Poison,Ghost",308,65,63,45,45,45,45
0499,Pignite,"Poison,Ghost",418,90,93,55,70,55,55
0500,Emboar,"Poison,Ghost",528,110,123,65,100,65,65
0501,Oshawott,"Poison,Ghost",308,55,55,45,63,45,45
0502,Dewott,"Poison,Ghost",413,75,75,60,83,60,60
0503,Samurott,"Poison,Ghost",528,95,100,85,108,70,70
0503,Samurott Hisuian Samurott,"Poison,Ghost",528,90,108,80,100,65,85
0504,Patrat,"Poison,Ghost",255,45,55,39,35,39,42
0505,Watchog,"Poison,Ghost",420,60,85,69,60,69,77
0506,Lillipup,"Poison,Ghost",275,45,60,45,25,45,55
0507,Herdier,"Poison,Ghost",370,65,80,65,35,65,60
0508,Stoutland,"Poison,Ghost",500,85,110,90,45,90,80
0509,Purrloin,"Poison,Ghost",281,41,50,37,50,37,66
0510,Liepard,"Poison,Ghost",446,64,88,50,88,50,106
0511,Pansage,"Poison,Ghost",316,50,53,48,53,48,64
0512,Simisage,"Poison,Ghost",498,75,98,63,98,63,101
0513,Pansear,"Poison,Ghost",316,50,53,48,53,48,64
0514,Simisear,"Poison,Ghost",498,75,98,63,98,63,101
0515,Panpour,"Poison,Ghost",316,50,53,48,53,48,64
0516,Simipour,"Poison,Ghost",498,75,98,63,98,63,101
0517,Munna,"Poison,Ghost",292,76,25,45,67,55,24
0518,Musharna,"Poison,Ghost",487,116,55,85,107,95,29
0519,Pidove,"Poison,Ghost",264,50,55,50,36,30,43
0520,Tranquill,"Poison,Ghost",358,62,77,62,50,42,65
0521,Unfezant,"Poison,Ghost",488,80,115,80,65,55,93
0522,Blitzle,"Poison,Ghost",295,45,60,32,50,32,76
0523,Zebstrika,"Poison,Ghost",497,75,100,63,80,63,116
0524,Roggenrola,"Poison,Ghost",280,55,75,85,25,25,15
0525,Boldore,"Poison,Ghost",390,70,105,105,50,40,20
0526,Gigalith,"Poison,Ghost",515,85,135,130,60,80,25
0527,Woobat,"Poison,Ghost",323,65,45,43,55,43,72
0528,Swoobat,"Poison,Ghost",425,67,57,55,77,55,114
0529,Drilbur,"Poison,Ghost",328,60,85,40,30,45,68
0530,Excadrill,"Poison,Ghost",508,110,135,60,50,65,88
0531,Audino,"Poison,Ghost",445,103,60,86,60,86,50
0531,Audino Mega Audino,"Poison,Ghost",545,103,60,126,80,126,50
0532,Timburr,"Poison,Ghost",305,75,80,55,25,35,35
0533,Gurdurr,"Poison,Ghost",405,85,105,85,40,50,40
0534,Conkeldurr,"Poison,Ghost",505,105,140,95,55,65,45
0535,Tympole,"Poison,Ghost",294,50,50,40,50,40,64
0536,Palpitoad,"Poison,Ghost",384,75,65,55,65,55,69
0537,Seismitoad,"Poison,Ghost",509,105,95,75,85,75,74
0538,Throh,"Poison,Ghost",465,120,100,85,30,85,45
0539,Sawk,"Poison,Ghost",465,75,125,75,30,75,85
0540,Sewaddle,"Poison,Ghost",310,45,53,70,40,60,42
0541,Swadloon,"Poison,Ghost",380,55,63,90,50,80,42
0542,Leavanny,"Poison,Ghost",500,75,103,80,70,80,92
0543,Venipede,"Poison,Ghost",260,30,45,59,30,39,57
0544,Whirlipede,"Poison,Ghost",360,40,55,99,40,79,47
0545,Scolipede,"Poison,Ghost",485,60,100,89,55,69,112
0546,Cottonee,"Poison,Ghost",280,40,27,60,37,50,66
0547,Whimsicott,"Poison,Ghost",480,60,67,85,77,75,116
0548,Petilil,"Poison,Ghost",280,45,35,50,70,50,30
0549,Lilligant,"Poison,Ghost",480,70,60,75,110,75,90
0549,Lilligant Hisuian Lilligant,"Poison,Ghost",480,70,105,75,50,75,105
0550,Basculin Red-Striped Form,"Poison,Ghost",460,70,92,65,80,55,98
0550,Basculin Blue-Striped Form,"Poison,Ghost",460,70,92,65,80,55,98
0550,Basculin White-Striped Form,"Poison,Ghost",460,70,92,65,80,55,98
0551,Sandile,"Poison,Ghost",292,50,72,35,35,35,65
0552,Krokorok,"Poison,Ghost",351,60,82,45,45,45,74
0553,Krookodile,"Poison,Ghost",519,95,117,80,65,70,92
0554,Darumaka,"Poison,Ghost",315,70,90,45,15,45,50
0554,Darumaka Galarian Darumaka,"Poison,Ghost",315,70,90,45,15,45,50
0555,Darmanitan Standard Mode,"Poison,Ghost",480,105,140,55,30,55,95
0555,Darmanitan Zen Mode,"Poison,Ghost",540,105,30,105,140,105,55
0555,Darmanitan Galarian Standard Mode,"Poison,Ghost",480,105,140,55,30,55,95
0555,Darmanitan Galarian Zen Mode,"Poison,Ghost",540,105,160,55,30,55,135
0556,Maractus,"Poison,Ghost",461,75,86,67,106,67,60
0557,Dwebble,"Poison,Ghost",325,50,65,85,35,35,55
0558,Crustle,"Poison,Ghost",485,70,105,125,65,75,45
0559,Scraggy,"Poison,Ghost",348,50,75,70,35,70,48
0560,Scrafty,"Poison,Ghost",488,65,90,115,45,115,58
0561,Sigilyph,"Poison,Ghost",490,72,58,80,103,80,97
0562,Yamask,"Poison,Ghost",303,38,30,85,55,65,30
0562,Yamask Galarian Yamask,"Poison,Ghost",303,38,55,85,30,65,30
0563,Cofagrigus,"Poison,Ghost",483,58,50,145,95,105,30
0564,Tirtouga,"Poison,Ghost",355,54,78,103,53,45,22
0565,Carracosta,"Poison,Ghost",495,74,108,133,83,65,32
0566,Archen,"Poison,Ghost",401,55,112,45,74,45,70
0567,Archeops,"Poison,Ghost",567,75,140,65,112,65,110
0568,Trubbish,"Poison,Ghost",329,50,50,62,40,62,65
0569,Garbodor,"Poison,Ghost",474,80,95,82,60,82,75
0570,Zorua,"Poison,Ghost",330,40,65,40,80,40,65
0570,Zorua Hisuian Zorua,"Poison,Ghost",330,35,60,40,85,40,70
0571,Zoroark,"Poison,Ghost",510,60,105,60,120,60,105
0571,Zoroark Hisuian Zoroark,"Poison,Ghost",510,55,100,60,125,60,110
0572,Minccino,"Poison,Ghost",300,55,50,40,40,40,75
0573,Cinccino,"Poison,Ghost",470,75,95,60,65,60,115
0574,Gothita,"Poison,Ghost",290,45,30,50,55,65,45
0575,Gothorita,"Poison,Ghost",390,60,45,70,75,85,55
0576,Gothitelle,"Poison,Ghost",490,70,55,95,95,110,65
0577,Solosis,"Poison,Ghost",290,45,30,40,105,50,20
0578,Duosion,"Poison,Ghost",370,65,40,50,125,60,30
0579,Reuniclus,"Poison,Ghost",490,110,65,75,125,85,30
0580,Ducklett,"Poison,Ghost",305,62,44,50,44,50,55
0581,Swanna,"Poison,Ghost",473,75,87,63,87,63,98
0582,Vanillite,"Poison,Ghost",305,36,50,50,65,60,44
0583,Vanillish,"Poison,Ghost",395,51,65,65,80,75,59
0584,Vanilluxe,"Poison,Ghost",535,71,95,85,110,95,79
0585,Deerling,"Poison,Ghost",335,60,60,50,40,50,75
0586,Sawsbuck,"Poison,Ghost",475,80,100,70,60,70,95
0587,Emolga,"Poison,Ghost",428,55,75,60,75,60,103
0588,Karrablast,"Poison,Ghost",315,50,75,45,40,45,60
0589,Escavalier,"Poison,Ghost",495,70,135,105,60,105,20
0590,Foongus,"Poison,Ghost",294,69,55,45,55,55,15
0591,Amoonguss,"Poison,Ghost",464,114,85,70,85,80,30
0592,Frillish,"Poison,Ghost",335,55,40,50,65,85,40
0593,Jellicent,"Poison,Ghost",480,100,60,70,85,105,60
0594,Alomomola,"Poison,Ghost",470,165,75,80,40,45,65
0595,Joltik,"Poison,Ghost",319,50,47,50,57,50,65
0596,Galvantula,"Poison,Ghost",472,70,77,60,97,60,108
0597,Ferroseed,"Poison,Ghost",305,44,50,91,24,86,10
0598,Ferrothorn,"Poison,Ghost",489,74,94,131,54,116,20
0599,Klink,"Poison,Ghost",300,40,55,70,45,60,30
0600,Klang,"Poison,Ghost",440,60,80,95,70,85,50
0601,Klinklang,"Poison,Ghost",520,60,100,115,70,85,90
0602,Tynamo,"Poison,Ghost",275,35,55,40,45,40,60
0603,Eelektrik,"Poison,Ghost",405,65,85,70,75,70,40
0604,Eelektross,"Poison,Ghost",515,85,115,80,105,80,50
0605,Elgyem,"Poison,Ghost",335,55,55,55,85,55,30
0606,Beheeyem,"Poison,Ghost",485,75,75,75,125,95,40
0607,Litwick,"Poison,Ghost",275,50,30,55,65,55,20
0608,Lampent,"Poison,Ghost",370,60,40,60,95,60,55
0609,Chandelure,"Poison,Ghost",520,60,55,90,145,90,80
0610,Axew,"Poison,Ghost",320,46,87,60,30,40,57
0611,Fraxure,"Poison,Ghost",410,66,117,70,40,50,67
0612,Haxorus,"Poison,Ghost",540,76,147,90,60,70,97
0613,Cubchoo,"Poison,Ghost",305,55,70,40,60,40,40
0614,Beartic,"Poison,Ghost",505,95,130,80,70,80,50
0615,Cryogonal,"Poison,Ghost",515,80,50,50,95,135,105
0616,Shelmet,"Poison,Ghost",305,50,40,85,40,65,25
0617,Accelgor,"Poison,Ghost",495,80,70,40,100,60,145
0618,Stunfisk,"Poison,Ghost",471,109,66,84,81,99,32
0618,Stunfisk Galarian Stunfisk,"Poison,Ghost",471,109,81,99,66,84,32
0619,Mienfoo,"Poison,Ghost",350,45,85,50,55,50,65
0620,Mienshao,"Poison,Ghost",510,65,125,60,95,60,105
0621,Druddigon,"Poison,Ghost",485,77,120,90,60,90,48
0622,Golett,"Poison,Ghost",303,59,74,50,35,50,35
0623,Golurk,"Poison,Ghost",483,89,124,80,55,80,55
0624,Pawniard,"Poison,Ghost",340,45,85,70,40,40,60
0625,Bisharp,"Poison,Ghost",490,65,125,100,60,70,70
0626,Bouffalant,"Poison,Ghost",490,95,110,95,40,95,55
0627,Rufflet,"Poison,Ghost",350,70,83,50,37,50,60
0628,Braviary,"Poison,Ghost",510,100,123,75,57,75,80
0628,Braviary Hisuian Braviary,"Poison,Ghost",510,110,83,70,112,70,65
0629,Vullaby,"Poison,Ghost",370,70,55,75,45,65,60
0630,Mandibuzz,"Poison,Ghost",510,110,65,105,55,95,80
0631,Heatmor,"Poison,Ghost",484,85,97,66,105,66,65
0632,Durant,"Poison,Ghost",484,58,109,112,48,48,109
0633,Deino,"Poison,Ghost",300,52,65,50,45,50,38
0634,Zweilous,"Poison,Ghost",420,72,85,70,65,70,58
0635,Hydreigon,"Poison,Ghost",600,92,105,90,125,90,98
0636,Larvesta,"Poison,Ghost",360,55,85,55,50,55,60
0637,Volcarona,"Poison,Ghost",550,85,60,65,135,105,100
0638,Cobalion,"Poison,Ghost",580,91,90,129,90,72,108
0639,Terrakion,"Poison,Ghost",580,91,129,90,72,90,108
0640,Virizion,"Poison,Ghost",580,91,90,72,90,129,108
0641,Tornadus Incarnate Forme,"Poison,Ghost",580,79,115,70,125,80,111
0641,Tornadus Therian Forme,"Poison,Ghost",580,79,100,80,110,90,121
0642,Thundurus Incarnate Forme,"Poison,Ghost",580,79,115,70,125,80,111
0642,Thundurus Therian Forme,"Poison,Ghost",580,79,105,70,145,80,101
0643,Reshiram,"Poison,Ghost",680,100,120,100,150,120,90
0644,Zekrom,"Poison,Ghost",680,100,150,120,120,100,90
0645,Landorus Incarnate Forme,"Poison,Ghost",600,89,125,90,115,80,101
0645,Landorus Therian Forme,"Poison,Ghost",600,89,145,90,105,80,91
0646,Kyurem,"Poison,Ghost",660,125,130,90,130,90,95
0646,Kyurem White Kyurem,"Poison,Ghost",700,125,120,90,170,100,95
0646,Kyurem Black Kyurem,"Poison,Ghost",700,125,170,100,120,90,95
0647,Keldeo Ordinary Form,"Poison,Ghost",580,91,72,90,129,90,108
0647,Keldeo Resolute Form,"Poison,Ghost",580,91,72,90,129,90,108
0648,Meloetta Aria Forme,"Poison,Ghost",600,100,77,77,128,128,90
0648,Meloetta Pirouette Forme,"Poison,Ghost",600,100,128,90,77,77,128
0649,Genesect,"Poison,Ghost",600,71,120,95,120,95,99
0650,Chespin,"Poison,Ghost",313,56,61,65,48,45,38
0651,Quilladin,"Poison,Ghost",405,61,78,95,56,58,57
0652,Chesnaught,"Poison,Ghost",530,88,107,122,74,75,64
0653,Fennekin,"Poison,Ghost",307,40,45,40,62,60,60
0654,Braixen,"Poison,Ghost",409,59,59,58,90,70,73
0655,Delphox,"Poison,Ghost",534,75,69,72,114,100,104
0656,Froakie,"Poison,Ghost",314,41,56,40,62,44,71
0657,Frogadier,"Poison,Ghost",405,54,63,52,83,56,97
0658,Greninja,"Poison,Ghost",530,72,95,67,103,71,122
0658,Greninja Ash-Greninja,"Poison,Ghost",640,72,145,67,153,71,132
0659,Bunnelby,"Poison,Ghost",237,38,36,38,32,36,57
0660,Diggersby,"Poison,Ghost",423,85,56,77,50,77,78
0661,Fletchling,"Poison,Ghost",278,45,50,43,40,38,62
0662,Fletchinder,"Poison,Ghost",382,62,73,55,56,52,84
0663,Talonflame,"Poison,Ghost",499,78,81,71,74,69,126
0664,Scatterbug,"Poison,Ghost",200,38,35,40,27,25,35
0665,Spewpa,"Poison,Ghost",213,45,22,60,27,30,29
0666,Vivillon,"Poison,Ghost",411,80,52,50,90,50,89
0667,Litleo,"Poison,Ghost",369,62,50,58,73,54,72
0668,Pyroar,"Poison,Ghost",507,86,68,72,109,66,106
0669,Flabébé,"Poison,Ghost",303,44,38,39,61,79,42
0670,Floette,"Poison,Ghost",371,54,45,47,75,98,52
0671,Florges,"Poison,Ghost",552,78,65,68,112,154,75
0672,Skiddo,"Poison,Ghost",350,66,65,48,62,57,52
0673,Gogoat,"Poison,Ghost",531,123,100,62,97,81,68
0674,Pancham,"Poison,Ghost",348,67,82,62,46,48,43
0675,Pangoro,"Poison,Ghost",495,95,124,78,69,71,58
0676,Furfrou,"Poison,Ghost",472,75,80,60,65,90,102
0677,Espurr,"Poison,Ghost",355,62,48,54,63,60,68
0678,Meowstic Male,"Poison,Ghost",466,74,48,76,83,81,104
0678,Meowstic Female,"Poison,Ghost",466,74,48,76,83,81,104
0679,Honedge,"Poison,Ghost",325,45,80,100,35,37,28
0680,Doublade,"Poison,Ghost",448,59,110,150,45,49,35
0681,Aegislash Shield Forme,"Poison,Ghost",500,60,50,140,50,140,60
